product_id,product_name,category,subcategory,cost_price
567,Mobiles Product 567,Electronics,Mobiles,2812.52
568,Women Product 568,Clothing,Women,2283.07
569,Non-Fiction Product 569,Books,Non-Fiction,1978.03
570,Headphones Product 570,Electronics,Headphones,3792.0
571,Headphones Product 571,Electronics,Headphones,1820.62
572,Laptops Product 572,Electronics,Laptops,1541.69
573,Laptops Product 573,Electronics,Laptops,2216.5
574,Comics Product 574,Books,Comics,2690.67
575,Kids Product 575,Clothing,Kids,3997.55
576,Decor Product 576,Home,Decor,4789.09
577,Headphones Product 577,Electronics,Headphones,749.8
578,Mobiles Product 578,Electronics,Mobiles,2000.7
579,Laptops Product 579,Electronics,Laptops,3720.08
580,Kitchen Product 580,Home,Kitchen,3247.36
581,Men Product 581,Clothing,Men,3103.58
582,Kitchen Product 582,Home,Kitchen,4264.37
583,Comics Product 583,Books,Comics,1488.73
584,Laptops Product 584,Electronics,Laptops,4760.12
585,Kitchen Product 585,Home,Kitchen,1210.94
586,Decor Product 586,Home,Decor,1623.04
587,Non-Fiction Product 587,Books,Non-Fiction,1563.09
588,Kids Product 588,Clothing,Kids,4048.11
589,Fiction Product 589,Books,Fiction,3939.02
590,Non-Fiction Product 590,Books,Non-Fiction,714.81
591,Furniture Product 591,Home,Furniture,1825.77
592,Furniture Product 592,Home,Furniture,920.06
593,Laptops Product 593,Electronics,Laptops,743.01
594,Women Product 594,Clothing,Women,3151.76
595,Mobiles Product 595,Electronics,Mobiles,3176.55
596,Comics Product 596,Books,Comics,231.45
597,Decor Product 597,Home,Decor,2721.4
598,Women Product 598,Clothing,Women,4462.62
599,Kitchen Product 599,Home,Kitchen,2576.54
600,Non-Fiction Product 600,Books,Non-Fiction,3330.26
